Brand,Product Name,SKU,Product Price,Product Description,Matched DTB Brand,DTB Brand Match Method,DTB Brand Match Confidence
Ames,TapeTech Continuous Flow Flat Finishing Bundle CFFLAT,CFFLAT,16649.0,"TapeTech Continuous Flow Flat Finishing Bundle CFFLAT TapeTech Continuous Flow Drywall Tools are the most productive taping tools available. Developed with a cooperation between industry giants - TapeTech and Graco, the Continuous Flow System is revolutionizing drywall finishing today. The BAZOOKA™ CFS pump supplies a continuous flow of joint compound to the flat boxes, and optional taping and corner finishing tools. Increase speed, productivity, work safety, and ergonomics by Never Filling Up Again! Achieve maximum time on the wall with the BAZOOKA™ Continuous Flow System. No more repetitive trips to the pump required to fill tools, and no more difficulties moving compound buckets around the jobsite for finishers. Connect your tools and workers to the BAZOOKA™ Continuous Flow System, and eliminate wasted time - Increase your profits on every job! How It Works The Bazooka CFS is powered by a Graco Endurance™ Pump that delivers 1.5 GPM and features the Advantage Drive™ System with long lasting hardened steel gears. The onboard 25 gallon hopper includes an air tight lid that preserves compound overnight, and also acts as a portable wash station. The really cool feature of the BAZOOKA™ Continuous Flow System - Is the FLOW! The Flow Control is based on radio frequency (RF) technology, and controls the Graco pump from the tool handle - Without Wires! The (RF) eliminates the burping and pressure builds that plague competitive units, and have the added bonus of being speed controlled inline, instead of exclusively at the pump. The Tools TapeTech BAZOOKA™ CFS drywall tools are designed to be the lightest and most ergonomic tools available. The flat finisher boxes have been re-engineered to reduce weight, and the teardrop box handle is easier to grip. Continuous application of finish coats with user controlled output reduces strain, and maximizes finish quality. BAZOOKA™ Continuous Flow Flat Finisher Bundle Includes: Graco Continuous Flow Pump 50' Material Hose Set Continuous Flow 10"" Flat Box Continuous Flow 12"" Flat Box Continuous Flow 34"" Flat Box Handle Continuous Flow 54"" Flat Box Handle Continuous Flow Box Controller",TapeTech,title_brand_pattern,0.90
Ames,"TapeTech Continuous Flow MXF Hose 1/2"" x 50'",257133,800,"1/2"" x 50' MXF Hose for CF System 257133 is a 1/2"" x 50' MXF Hose w/couplings for use with Bazooka Continuous Flow System. This durable, easy to clean hose connects the CTPMP pump to the Whip Hose. It features tool-less connections. You can connect up to",TapeTech,title_brand_pattern,0.90
Ames,TapeTech Continuous Flow Taper,T05CF,3175,Ames Bazooka Continuous Flow Taper The Bazooka Continuous Flow Taper connects to the Continuous Flow Pump (CTPMP) to simultaneously apply drywall tape and the correct amount of joint compound to all types of drywall joints. The taper features an inline ha,TapeTech,title_brand_pattern,0.90
Ames,TapeTech Continuous Flow Taping Bundle,12420,18015.0,"TapeTech Continuous Flow Taping Bundle are the most productive taping tools available. Developed with a cooperation between industry giants - TapeTech and Graco, the Continuous Flow System is revolutionizing drywall finishing today. The BAZOOKA™ CFS pump supplies a continuous flow of joint compound to the automatic taper (Bazooka), as well as optional flat boxes, and corner finishing tools. Increase speed, productivity, work safety, and ergonomics by Never Filling Up Again! Achieve maximum time on the wall with the BAZOOKA™ Continuous Flow System. No more repetitive trips to the pump required to fill tools, and no more difficulties moving compound buckets around the jobsite for finishers. Connect your tools and workers to the BAZOOKA™ Continuous Flow System, and eliminate wasted time - Increase your profits on every job! How It Works The Bazooka CFS is powered by a Graco Endurance™ Pump that delivers 1.5 GPM and features the Advantage Drive™ System with long lasting hardened steel gears. The onboard 25 gallon hopper includes an air tight lid that preserves compound overnight, and also acts as a portable wash station. The really cool feature of the BAZOOKA™ Continuous Flow System - Is the FLOW! The Flow Control is based on radio frequency (RF) technology, and controls the Graco pump from the tool handle - Without Wires! The (RF) eliminates the burping and pressure builds that plague competitive units, and have the added bonus of being speed controlled inline, instead of exclusively at the pump. The Tools TapeTech BAZOOKA™ CFS drywall tools are designed to be the lightest and most ergonomic tools available. The weight of the BAZOOKA™ Taper is reduced to only 7lbs during use, and its ultra-slim design drastically reduces worker fatigue. BAZOOKA™ Continuous Flow Taper Bundle Includes: Graco Continuous Flow Pump 50' Material Hose Set Continuous Flow BAZOOKA™ Taper Continuous Flow Taper & Corner Finisher Flow Controller",TapeTech,title_brand_pattern,0.90
Columbia,#10 Flat Washer,FA268,0.54,,Columbia Tools,exact_sku_in_official_catalog,1.00
Columbia,059119 - Drive Dog Holder Pin,059119,1.05,Al's Taping Tools is the leading supplier of drywall tools worldwide. Get the job done with our drywall taping tools and drywall finishing tools.,Columbia Tools,brand_alias,0.98
Columbia,059206 - 1/4-20 Sst Hex Special Nut,059206,13.34,Al's Taping Tools supplies Hex Special Nuts for your automatic tapering needs. Shop for 0592016 - 1/4-20 SST Hex Special Nut manufactured by TapeTech Parts today!,Columbia Tools,brand_alias,0.98
Columbia,059228 - 10-32 X 1 Flat Hd Sst Screw,059228,1.4,Al's Taping Tools supplies Flat Head Sst Screws for your automatic tapering needs. Shop for 059228 - 10-32 X 1 Flat Head SST Screw manufactured by TapeTech Parts today!,Columbia Tools,brand_alias,0.98
Columbia,07TT Taper Lid O-Ring - 059328,059328,8.79,07TT Taper Lid O-Ring - 059328,Columbia Tools,brand_alias,0.98
Columbia,"1 - 2.5"" Body (AH-1-2.5)",AH-1-2.5,173.85,"1 - 2.5"" Body (AH-1-2.5)",Columbia Tools,brand_alias,0.98
Columbia,1 - Corner Box Frame,CB014,13.75,1 - Corner Box Frame,Columbia Tools,brand_alias,0.98
Columbia,1 - Dura Stilt Leg Band W/Pads,DS01,13.78,1 - Dura Stilt Leg Band W/Pads,Columbia Tools,brand_alias,0.98
Columbia,1 - Pressure Plate,FFB-01-10,68.42,1 - Pressure Plate,Columbia Tools,brand_alias,0.98
Columbia,1 - Roller Head,cr-1 cast,48.74,1 - Roller Head,Columbia Tools,brand_alias,0.98
Columbia,1/4-20 Nyloc Nut,FA290,1.9,,Columbia Tools,brand_alias,0.98
Columbia,"1/4-20 X 1-1/2"" Hex Bolt",FA299,4.33,,Columbia Tools,exact_sku_in_official_catalog,1.00
Columbia,"1/4-20 X 1-1/2"" Hex Bolt - FA299",805865-A,0.97,"FA299 - 1/4-20 X 1-1/2"" Hex Bolt",Columbia Tools,brand_alias,0.98
Columbia,1/4-20 X 2in Hex Bolt - FA300,809526-A,2.33,FA300 - 1/4-20 X 2in Hex Bolt FA300 Columbia 1/4-20 X 2in Hex Bolt #6050,Columbia Tools,brand_alias,0.98
Columbia,10 - Side Plate (Right),51089-A,114.42,10 - Side Plate (Right),Columbia Tools,brand_alias,0.98
Columbia,10 - Spacer Bushing,FFH-37,4.45,10 - Space Bushing,Columbia Tools,brand_alias,0.98
Columbia,"10"" Radius Plate (Gold) - 251032G",251032g,130.64,Al's Taping Tools is the leading supplier of drywall tools worldwide. Get the job done with our drywall taping tools and drywall finishing tools.,Columbia Tools,brand_alias,0.98
Columbia,10-32 X 1 PAN HEAD - 809474,809474,0.46,Al's Taping Tools is the leading supplier of drywall tools worldwide. Get the job done with our drywall taping tools and drywall finishing tools.,Columbia Tools,brand_alias,0.98
Columbia,10-32 X Nyloc Jam Nut - FA281,59225-A,1.1,FA281 - 10-32 X Nyloc Jam Nut FA281 Columbia 10-32 X Nyloc Jam Nut #6038,Columbia Tools,brand_alias,0.98
Columbia,10-32X1/4 CUP PT SETSCREW - 199012,199012,3.95,Al's Taping Tools supplies Cup Point Setscrew parts. Visit us and shop for 199012 - 10-32X1/4 - Cup PT Setscrews manufactured by TapeWorm Parts today!,Columbia Tools,brand_alias,0.98
Columbia,105 - Drive Wheel,050094F-A,78.05,105 - Drive Wheel,Columbia Tools,brand_alias,0.98
Columbia,11 - Inside Leaf Spring (AH-31),AH-31,7.5,11 - Inside Leaf Spring (AH-31),Columbia Tools,brand_alias,0.98
Columbia,"11 - Leaf Spring for 2.5"" (AH-21)",AH-21,5.68,"11 - Leaf Spring for 2.5"" (AH-21)",Columbia Tools,brand_alias,0.98
Columbia,11 - Roller Washer,59213,1.05,11 - Roller Washer,Columbia Tools,brand_alias,0.98
Columbia,11 - Side Plate (Near Main Chain),51105-A,99.69,11 - Side Plate (Near Main Chain) Side Plate (Near Main Chain) for NorthStar Automatic Taper,Columbia Tools,brand_alias,0.98
Columbia,111 - Gooser Body,54028-A2,21.23,111 - Gooser Body,Columbia Tools,brand_alias,0.98
Columbia,"12 - 1/4"" Flat Washer",DS12,1.05,"12 - 1/4"" Flat Washer Dura-Stilt 1/4"" Flat Washer #12",Columbia Tools,brand_alias,0.98
Columbia,12 - Upper Leaf Spring (AH-32),AH-32,9.64,12 - Upper Leaf Spring (AH-32),Columbia Tools,brand_alias,0.98
Columbia,"12"" Pivot Axle - 330009G",330009G,131.56,"12"" Pivot Axle - 330009G",Columbia Tools,brand_alias,0.98
Columbia,"12"" Radius Plate (Gold) - 301032",301032G,46.21,"301032 - 12"" Radius Plate (Gold) for TapeTech 12"" Flat Box. Not a commonly replaced item, but Al's Taping Tools stocks them.",Columbia Tools,brand_alias,0.98
Columbia,122 - Control Valve,50058-A,11.86,122 - Control Valve,Columbia Tools,brand_alias,0.98
Columbia,124 - Wiper Retainer,50004-A,14.44,124 - Wiper Retainer,Columbia Tools,brand_alias,0.98
Columbia,127 - Creaser Crank,50079-A,14.15,127 - Creaser Crank,Columbia Tools,brand_alias,0.98
Columbia,129 - Creaser Arm (Left),054095F-A,54.15,129 - Creaser Arm (Left),Columbia Tools,brand_alias,0.98
Columbia,13 - Crown Nut 6-32,202021-A,8.89,13 - Crown Nut 6-32,Columbia Tools,brand_alias,0.98
Columbia,13 - Lock Nut 5-40,59212-A,0.95,13 - Lock Nut 5-40,Columbia Tools,brand_alias,0.98
Columbia,13 - Spring Adjustment Pin (AH-33),AH3-3,36.34,13 - Spring Adjustment Pin (AH-33),Columbia Tools,exact_sku_in_official_catalog,1.00
Columbia,13711,HH10A,2.28,,Columbia Tools,exact_sku_in_official_catalog,1.00
Columbia,13713,HH15,4.85,,Columbia Tools,exact_sku_in_official_catalog,1.00
Columbia,13714,HH17A,6.8,,Columbia Tools,exact_sku_in_official_catalog,1.00
Columbia,13715,HH17B,6.8,,Columbia Tools,exact_sku_in_official_catalog,1.00
Columbia,13720,FA315,2.1,,Columbia Tools,exact_sku_in_official_catalog,1.00
Columbia,13722,FA317,2.1,,Columbia Tools,exact_sku_in_official_catalog,1.00
Columbia,13828,FA236,1.05,,Columbia Tools,exact_sku_in_official_catalog,1.00
Columbia,13830,CF6,43.56,,Columbia Tools,brand_alias,0.98
Columbia,13831,FA326,2.1,,Columbia Tools,brand_alias,0.98
Columbia,13832,CF8,14.54,,Columbia Tools,brand_alias,0.98
Columbia,13833,CF7,9.73,,Columbia Tools,brand_alias,0.98
Columbia,13834,CFA-6,68.14,,Columbia Tools,brand_alias,0.98
Columbia,13835,CFA-8,21.24,,Columbia Tools,brand_alias,0.98
Columbia,13836,AHA2F-2L,116.96,,Columbia Tools,brand_alias,0.98
Columbia,13837,AHA2F-2R,116.96,,Columbia Tools,brand_alias,0.98
Columbia,13842,AHA2F-3.5L,116.96,,Columbia Tools,brand_alias,0.98
Columbia,13843,AHA2F-3.5R,116.96,,Columbia Tools,brand_alias,0.98
Columbia,13848,CF5-3,8.65,,Columbia Tools,brand_alias,0.98
Columbia,13849,CF5-3WT,8.65,,Columbia Tools,brand_alias,0.98
Columbia,"14 - 3.5"" Carbide Blade (AH-34)",AH-34,26.8,"14 - 3.5"" Carbide Blade (AH-34)",Columbia Tools,brand_alias,0.98
Columbia,14 - Main Tube,FFH-02,94.9,14 - Main Tube,Columbia Tools,brand_alias,0.98
Columbia,14 - NorthStar Taper Tube,AT-152,170.05,14 - Taper Tube,Columbia Tools,brand_alias,0.98
Columbia,14044,ICATW1,52.5,,Columbia Tools,brand_alias,0.98
Columbia,14045,ICATW2,5.13,,Columbia Tools,brand_alias,0.98
Columbia,14046,CEXT3,7.45,,Columbia Tools,brand_alias,0.98
Columbia,142 - Screw,PC859384,2.73,142 - Screw,Columbia Tools,brand_alias,0.98
Columbia,149029 -  Mudrunner Washer,149029,1.1,149029 - Mudrunner Washer,Columbia Tools,brand_alias,0.98
Columbia,15 - Band,AT202,29.99,15 - Band,Columbia Tools,brand_alias,0.98
Columbia,15 - Spring Adjuster,DS15,2.3,15 - Spring Adjuster Dura-Stilt Spring Adjuster #15,Columbia Tools,brand_alias,0.98
Columbia,16 - Frame Assy - Left Hand (AH-36-LH),AH-36-LH,173.88,16 - Frame Assy - Left Hand (AH-36-LH),Columbia Tools,brand_alias,0.98
Columbia,16 - Handle Door Bracket,552005F-A,37.81,16 - Handle Door Bracket,Columbia Tools,brand_alias,0.98
Columbia,16 - Left Skid Cover,209039-A3,3.34,16 - Left Skid Cover,Columbia Tools,brand_alias,0.98
Columbia,17 - U-Cup Retainer,FLP-38,59.4,17 - U-Cup Retainer,Columbia Tools,brand_alias,0.98
Columbia,175 - Replacement 120v Motor Assembly,PC899774,274.48,175 - Porter Cable 7800 Drywall Sander 120v Motor Assembly 899774SV Porter Cable 7800 Drywall Sander 120v Motor Assembly is the complete motor for you Porter Cable sander.,Columbia Tools,brand_alias,0.98
Columbia,18 - Band Adapter A,AT-11,11.26,18 - Band Adapter A,Columbia Tools,brand_alias,0.98
Columbia,18 - Wheel,FFB23,2.6,18 - Wheel,Columbia Tools,brand_alias,0.98
Columbia,20 - Band Adapter Main,at-14,18.53,20 - Band Adapter Main,Columbia Tools,brand_alias,0.98
Columbia,20 - O-Ring (Pump Head) - 568-141,568-141,0.88,20 - O-Ring (Pump Head) - 568-141,Columbia Tools,brand_alias,0.98
Columbia,20 - Spring Divider,DS20,4.95,20 - Spring Divider Dura-Stilt Spring Divider #20,Columbia Tools,brand_alias,0.98
Columbia,"200009 - Shim- 7""",200009,11.3,"200009 - Shim- 7""",Columbia Tools,brand_alias,0.98
Columbia,206003 - Dial Assembly,206003,38.45,206003 - Dial Assembly,Columbia Tools,brand_alias,0.98
Columbia,209049 - 6-32 X 5/16 Bd Hd Sst Screw,209049,1.05,209049 - 6-32 X 5/16 Bd Hd Sst Screw,Columbia Tools,brand_alias,0.98
Columbia,21 - Band Adapter C,AT-125,3.4,21 - Band Adapter C,Columbia Tools,brand_alias,0.98
Columbia,212081 - Arm,212081,61.56,212081 - Arm,Columbia Tools,brand_alias,0.98
Columbia,219064 - Spring Washer,219064,1.1,219064 - Spring Washer,Columbia Tools,brand_alias,0.98
Columbia,24 - Band Adapter Guide Post,AT-13,12.48,24 - Band Adapter Guide Post,Columbia Tools,brand_alias,0.98
Columbia,251023G - Flat Box Left Side Plate,251023G,101.52,251023G - Flat Box Left Side Plate,Columbia Tools,brand_alias,0.98
Columbia,255045G - TapeTech 10 in. Standard Axle for EasyRoll Wheels,255045g,69.31,255045G - TapeTech 10 in. Standard Axle for EasyRoll Wheels TapeTech 10 in. Standard Axle for EasyRoll Wheels,Columbia Tools,brand_alias,0.98
Columbia,26 - Gooser Release Cam,50053-A,15.74,26 - Gooser Release Cam,Columbia Tools,brand_alias,0.98
Columbia,26.1 - Floor Plate,DS26.1,16.51,26.1 - Floor Plate Dura-Stilt Floor Plate only 26.1,Columbia Tools,brand_alias,0.98
Columbia,26.2 - Floor Plate with Soles,DS26B,33.41,26.2 - Floor Plate with Soles Dura-Stilt Floor Plate With Sole 26.2,Columbia Tools,brand_alias,0.98
Columbia,"260024F - 10"" TapeTech Combo Wiper",260024,56.69,TapeTech 10 Inch Replacement Wiper for Power Assist and High Capacity Flat Boxes. Will not fit the standard TapeTech flat boxes.,Columbia Tools,brand_alias,0.98
Columbia,27 - 1/4-20 X 1 1/2 HEX BOLT - 805865,805865,0.97,Al's Taping Tools supplies Hex Bolts for Loading Pump-QTs. Visit us and shop for 805865 - 1/4-20 X 1 1/2 - Hex Bolts manufactured by TapeWorm Parts today!,Columbia Tools,brand_alias,0.98
Columbia,27 - Crown Dial Assembly,206003-A,38.45,27 - Crown Dial Assembly,Columbia Tools,brand_alias,0.98
Columbia,27 - Special Tie Rod,050140F-A,17.6,27 - Special Tie Rod,Columbia Tools,brand_alias,0.98
Columbia,28 - Trigger Band Post,AT-1-61,3,28 - Trigger Band Post,Columbia Tools,brand_alias,0.98
Columbia,"28 - Troweling Bar Assembly 10""",254002-A,180.5,"28 - Troweling Bar Assembly 10""",Columbia Tools,brand_alias,0.98
Columbia,"28 - Troweling Bar Assembly 12""",304002-A,198.5,"28 - Troweling Bar Assembly 12""",Columbia Tools,brand_alias,0.98
Columbia,29 - O-Ring Housing,050039F-A,36.95,29 - O-Ring Housing,Columbia Tools,brand_alias,0.98
Columbia,3 - Bearing,FFH-36,8.61,3 - Bearing,Columbia Tools,brand_alias,0.98
Columbia,3 - Connecting Link,FLP-07,38.7,3 - Connecting Link,Columbia Tools,brand_alias,0.98
Columbia,3 - Control Tube Bracket,050221F-A,19.05,3 - Control Tube Bracket,Columbia Tools,brand_alias,0.98
Columbia,3 - Profile Extrusion,FFH011,21.6,3 - Profile Extrusion,Columbia Tools,brand_alias,0.98
Columbia,3 - Wheel Assembly,CR-4-ASSY,17.26,3 - Wheel Assembly,Columbia Tools,brand_alias,0.98
Columbia,"3 - Wiper Seal 10""",250026F-A,46.99,"This is an OEM NorthStar 10"" Flat Box Wiper Seal, part #FFB-03-10. Over time your gasket will wear out and potentiality leak. Replace it with this NorthStar 10"" wiper seal and it will fix your problem.",Columbia Tools,brand_alias,0.98
